street_name,num_of_rooms,size,location,final_price,sold_year,initial_price,floor_num,year_built
Ringvägen,1.0,26, Södermalm,2540000,2019,2393967,2,1969
Svärdlångsvägen,3.0,54, Årsta,3200000,2019,2649006,2,1969
Etsarvägen,2.0,64, Johanneshov,4475000,2019,3496093,2,1969
Krångedevägen,2.0,40, Hjorthagen,3075000,2019,2700000,3,1935
Mäster,5.0,107, Hässelby-Vällingby,3300000,2019,2975653,3,1935
Vingårdsgatan,3.0,73, Hägersten-Liljeholmen,5270000,2019,4550949,3,1935
Kronobergsgatan,2.5,67, Kungsholmen,5250000,2019,4976303,3,1935
Pastellvägen,1.0,36, Skarpnäcks stadsdelsområde,2310000,2019,1949367,3,1935
Söderberga,2.0,50, Bromma,1850000,2019,1550000,1,1999
Tellusgången,3.0,73, Hägersten-Liljeholmen,4400000,2019,3996366,1,1999
Stagneliusvägen,2.0,46, Kungsholmen,3050000,2019,2996070,1,1999
Celsiusgatan,2.0,40, Kungsholmen,3700000,2019,3195164,1,1999
Klubbacken,2.0,43, Mälarhöjden,2565000,2019,1994556,1,1999
Frödingsvägen,3.0,59, Kungsholmen,4100000,2019,3796296,1,1999
Heliosgatan,3.0,78, Hammarby Sjöstad,4995000,2019,5650452,1,1999
Stramaljvägen,2.0,51, Bromma,3000000,2019,2495840,1,1999
Kalmgatan,2.5,55, Johanneshov,3510000,2019,3193812,1,1999
Svandammsvägen,2.0,53, Midsommarkransen,3630000,2019,2995000,3,1939
Molkomsbacken,3.0,80, Farsta,2800000,2019,2495543,3,1939
Brännkyrkagatan,1.0,40, Södermalm,3830000,2019,3149671,3,1939
Bandhagsplan,2.0,59, Enskede-Årsta-Vantör,2500000,2019,1995211,3,1939
Redargatan,1.0,41, Hammarby Sjöstad,2985000,2019,2694043,3,1939
Gullmarsvägen,1.0,24, Enskede-Årsta-Vantör,2420000,2019,1995053,3,1939
Liljeholmsvägen,3.0,73, Liljeholmen,4325000,2019,4095643,3,1939
Roslagsgatan,2.0,42, Vasastan,4700000,2019,3795000,3,1884
Hanna,1.5,34, Hägersten-Liljeholmen,2350000,2019,1895161,3,1884
Lämmelgränd,4.0,91, Bromma,6380000,2019,6590909,3,1884
Sveaborgsgatan,4.0,90, Akalla,2205000,2019,1995475,3,1884
Kyndelsmässogränd,2.0,42, Midsommarkransen,2975000,2019,2395330,3,1884
Västmannagatan,3.0,92, Vasastan,8800000,2019,7753303,3,1884
Maria,2.0,57, Södermalm-Högalid,4275000,2019,3976744,3,1884
Tellusborgsvägen,1.5,35, Telefonplan,2650000,2019,2294372,3,1884
Skattegårdsvägen,4.0,89, Vällingby Centrum,2950000,2019,2595000,3,1996
Tomtebogatan,5.0,141, Birkastan,12750000,2019,11971830,3,1996
Robert,2.0,64, Birkastan,5870000,2019,5375457,3,1996
Kistvägen,2.0,58, Gubbängen,2800000,2019,2495000,2,1948
Trollesundsvägen,1.0,36, Högdalen,2080000,2019,1590214,2,1948
Filipstadsbacken,3.0,70, Farsta,2880000,2019,2250000,2,1948
Tranebergsvägen,1.0,44, Bromma Traneberg,2930000,2019,2489379,2,1948
Långbrokungens,3.0,84, Älvsjö,4450000,2019,4093836,2,1948
Heklagatan,2.0,48, Kistahöjden,2000000,2019,2000000,2,1948
Valutavägen,2.0,55, Hägersten-Liljeholmen,3200000,2019,2494154,2,1948
Åsögatan,1.0,23, Södermalm,2530000,2019,2349117,2,1948
Rosenlundsgatan,1.0,20, Södermalm,2300000,2019,2194656,2,1948
Torsplan,3.0,74, Vasastan,7600000,2019,7495069,2,1948
Västmannagatan,2.0,38, Vasastan,4375000,2019,3500000,2,1948
Rörstrandsgatan,3.0,105, Vasastan,8625000,2019,7493483,2,1948
Roslagsgatan,2.0,61, Vasastan,5450000,2019,4950045,2,1948
Strålgatan,1.0,35, Lilla Essingen Kungsholmen,2815000,2019,2495000,1,1940
Ernst,2.0,43, Fredhäll,3750000,2019,3250000,2,1932
Vanadisvägen,1.0,41, Vasastan,3400000,2019,3396603,2,1932
Wergelandsgatan,1.0,32, Blackeberg,2025000,2019,1995073,2,1932
Västmannagatan,2.0,40, Vasastan,3850000,2019,3694817,2,1932
Skeppargatan,1.0,34, Gärdet,3020000,2019,2800000,1,1933
Pålsundsgatan,3.0,73, Hornstull,6550000,2019,5949137,1,1933
Jämtlandsgatan,3.0,66, Vällingby,2850000,2019,2294685,1,1933
Kryddgränd,2.0,61, Hökarängen,2500000,2019,1950078,1,1933
Midsommarvägen,1.0,28, Midsommarkransen,2500000,2019,1995211,1,1933
Vulcanusgatan,2.0,34, Vasastan,3415000,2018,2974738,1,1933
Lundagatan,2.0,42, Södermalm,3220000,2018,3096153,1,1933
Upplandsgatan,3.0,97, Vasastan,9825000,2019,9251412,1,1933
Västeråsgatan,3.0,82, Vasastan,6550000,2019,5995000,4,1924
Skälderviksplan,3.0,69, Enskede-Årsta-Vantör,3750000,2019,2895752,4,1924
Johanneshovsvägen,3.0,72, Enskede-Årsta-Vantör,4300000,2019,3495934,4,1924
Repslagargatan,2.5,74, Södermalm,6200000,2019,5751391,4,1924
Tegnérgatan,2.0,35, Vasastan,3625000,2019,3095644,4,1924
Liljeholmstorget,3.0,78, Hägersten-Liljeholmen,5225000,2019,4995219,4,1924
Odengatan,2.0,37, Östermalm,4350000,2019,3295454,4,1924
Erik,3.5,90, Gärdet,9000000,2019,7950000,3,1935
Midskeppsgatan,1.0,56, Hammarby Sjöstad,3800000,2019,2994483,3,1935
Beckomberga,3.0,70, Bromma Beckomberga,3600000,2019,3389830,3,1935
Eldsbergagränd,2.0,71, Östberga,2125000,2019,1895628,3,1935
Tummelisas,4.0,95, Bromma,4550000,2019,4395000,1,2014
Beckomberga,3.0,70, Bromma,3850000,2019,3493647,1,2014
Beckomberga,3.0,79, Bromma,4400000,2019,4150943,1,2014
Lidnersplan,1.5,44, Kungsholmen,3715000,2019,3494825,1,2014
Solhagavägen,180.0,50, Spånga,7325000,2019,7167318,1,2014
Köpenhamnsgatan,1.0,54, Kista,1800000,2018,1800000,1,2014
Helsingforsgatan,3.0,75, Akalla,1960000,2018,1794871,1,2014
Stavangergatan,3.0,76, Husby,2100000,2018,2149437,1,2014
Helsingörsgatan,3.0,81, Kista,2550000,2018,2394366,1,2014
Ringstedsgatan,5.0,100, Kista,2850000,2018,2993697,1,2014
Helsingörsgatan,2.0,52, Kista,1800000,2018,1795000,2,1978
Stavangergatan,3.0,76, Husby,1900000,2018,1795000,1,1974
Helsingforsgatan,2.0,51, Akalla,1750000,2018,1495000,1,1975
Langelandsgatan,2.0,49, Kista,2160000,2018,1994459,1,1975
Köpenhamnsgatan,2.0,45, Kista,2100000,2018,1994301,1,1975
Lofotengatan,2.0,52, Husby,1845000,2018,1845000,1,1975
Köpenhamnsgatan,2.0,45, Kista,2100000,2018,1994301,1,1975
Stadingeplan,3.0,72, Tensta,1650000,2018,1650000,1,1975
Helsingörsgatan,4.0,82, Kista,2600000,2018,2594810,1,1975
Kastrupgatan,3.0,81, Kista,2150000,2018,1994434,1,1975
Heklagatan,1.0,31, Kistahöjden,1600000,2018,1595214,1,1975
Ringstedsgatan,3.0,77, Kista,2300000,2018,2295409,1,1975
Ringstedsgatan,2.0,45, Kista,2040000,2019,2070000,3,1979
Själlandsgatan,4.0,103, Kista,3300000,2018,3195000,3,1979
Helsingörsgatan,3.0,77, Kista,2620000,2018,2495238,3,1979
Borgarfjordsgatan,3.0,83, Kista,3150000,2018,3201219,3,1979
Stavangergatan,2.0,65, Husby,1700000,2018,1694915,3,1979
Kastrupgatan,3.0,80, Kista,2100000,2018,2195000,2,1977
Helsingörsgatan,3.0,81, Kista,2300000,2018,2250489,2,1977
Helsingörsgatan,4.0,82, Kista,2650000,2018,2595494,2,1977
Langelandsgatan,5.0,100, Kista,3300000,2018,3300000,2,1977
Helsingörsgatan,2.0,52, Kista,1980000,2019,1895000,2,1978
Sorögatan,5.0,118, Kista,3050000,2019,3193717,2,1978
Helsingörsgatan,3.0,77, Kista,2360000,2019,2149362,2,1978
Helsingörsgatan,2.0,48, Kista,1800000,2019,1700000,1,1978
Sorögatan,3.0,80, Kista,2310000,2019,2150837,1,1978
Jellingegränd,3.0,89, Ärvinge,2400000,2019,2494802,1,1978
Mariehamnsgatan,2.0,65, Akalla,1750000,2019,1750000,1,1977
Mellingebacken,1.0,41, Tensta,1295000,2019,1295000,1,1977
Vejlegatan,3.0,77, Kista,2495000,2019,2495000,6,1978
Sibeliusgången,2.0,45, Akalla,1700000,2019,1700000,8,1976
Sibeliusgången,2.0,45, Akalla,1700000,2019,1700000,8,1976
Tenstavägen,2.0,66, Tensta,1550000,2019,1494696,8,1976
Köpenhamnsgatan,4.0,105, Kista,2940000,2019,2899408,8,1976
Helsingörsgatan,3.0,82, Kista,2350000,2019,2350000,8,1976
Langelandsgatan,3.0,81, Kista,2300000,2019,2100456,8,1976
Västfjordsgatan,5.0,130, Kistahöjden,4500000,2019,4697286,8,1976
Sorögatan,2.0,45, Kista,1720000,2019,1694581,8,1976
Köpenhamnsgatan,3.0,80, Kista,2520000,2019,2350746,8,1976
Helsingörsgatan,1.0,37, Kista,1500000,2019,1495513,8,1976
Helsingörsgatan,2.0,48, Kista,1750000,2019,1895000,2,1978
Helsingörsgatan,2.0,45, Kista,1920000,2019,1950000,1,1978
Lofotengatan,2.0,53, Husby,1730000,2019,1695000,1,1974
Sorögatan,4.0,92, Kista,2500000,2019,2495000,1,1977
Kotkagatan,3.0,73, Akalla,1900000,2019,1749539,1,1977
Helsingforsgatan,4.0,90, Akalla,2400000,2019,1995012,1,1977
Lollandsgatan,2.0,56, Kista,1930000,2019,1795348,1,1977
Sorögatan,3.0,81, Kista,1950000,2019,1995905,1,1977
Imatragatan,3.0,77, Akalla Trädgårdsstad,1860000,2019,1795366,1,1977
Stavangergatan,2.0,66, Husby,1795000,2019,1795000,1,1977
Lofotengatan,2.0,53, Husby,1760000,2019,1695000,1,1974
Sibeliusgången,3.0,81, Akalla,1885000,2019,1849852,1,1974
Götgatan,2.5,73, Södermalm,5490000,2019,4901785,1,1974
Kungsholms,2.5,69, Kungsholmen,5900000,2019,5795677,1,1974
Segelbåtsvägen,2.5,78, Stora Essingen,4650000,2019,4701718,1,1974
Kista,2.0,54, Kista,2300000,2019,2395833,1,1974
Vitalisvägen,1.0,27, Fredhäll,2430000,2019,2094827,1,1974
Nickelgränd,2.0,68, Vällingby Grimsta,2300000,2019,2395833,1,1974
Essinge,2.0,39, Kungsholmen Lilla Essingen,3270000,2019,2994505,2,1931
Fatbursgatan,4.0,103, Södermalm,8750000,2019,8495145,2,1931
Torsten,1.5,38, Ner,2400000,2019,2400000,2,1931
Södra,3.0,58, Kungsholmen,4820000,2018,4500466,2,1931
Wargentinsgatan,2.0,40, Kungsholmen,3450000,2018,3450000,2,1931
Wivalliusgatan,4.0,114, Kungsholmen,9500000,2018,7996632,2,1931
Karlsviksgatan,2.5,61, Kungsholmen,6530000,2018,5996326,2,1931
Östhammarsgatan,1.0,25, Gärdet,2400000,2019,2099737,2,1931
Grusåsgränd,4.0,97, Enskededalen,4400000,2019,3796376,2,1931
Valhallavägen,3.0,75, Östermalm,5400000,2019,4995374,2,1931
Filipstadsbacken,1.0,36, Farsta Strand,2200000,2019,1794453,2,1931
Tomtebogatan,2.0,33, Vasastan,3700000,2019,2995951,2,1931
Upplandsgatan,3.0,76, Vasastan,6200000,2019,5893536,2,1931
Oppundavägen,2.0,58, Enskede,2335000,2019,2250000,1,1949
Sankt,1.0,17, Kungsholmen,1850000,2019,1495553,1,1949
Kungsholms,4.0,110, Kungsholmen,9000000,2019,8482563,1,1949
Teknologgatan,2.0,31, Vasastan,3550000,2019,2795275,1,1949
John,2.0,39, Kungsholmen,3850000,2019,2996108,1,1949
Härjedalsgatan,2.0,60, Vällingby Centrum,2150000,2019,2196118,1,1949
Östersundsgatan,2.0,54, Vällingby Råcksta,2240000,2019,1994657,1,1949
Borensvägen,1.0,42, Årsta,2450000,2019,1990251,1,1949
Inteckningsvägen,2.0,55, Hägerstensåsen,2700000,2019,2349869,1,1949
Skeppargatan,2.0,29, Gärdet,3450000,2019,2795786,1,1949
Vibyholmsvägen,2.0,57, Älvsjö,2255000,2019,1995000,1,1949
Gimmerstavägen,3.0,57, Älvsjö,2430000,2019,2094827,1,1949
Ludvigsbergsgatan,1.5,34, Södermalm,3150000,2019,2795031,1,1949
Storängsgatan,3.0,81, Norra Djurgårdsstaden,5495000,2019,5495000,1,1949
Bergsrådsvägen,2.0,28, Bagarmossen,2300000,2019,1994796,1,1949
Sofielundsplan,2.0,57, Skarpnäcks stadsdelsområde,3025000,2019,2795748,1,1949
Per,2.0,61, Johanneshov,3520000,2019,2975486,1,1949
Fyrskeppsvägen,1.0,40, Johanneshov,2300000,2019,1850000,2,1949
Per,2.0,43, Johanneshov,2580000,2019,2195744,2,1949
Fyrskeppsvägen,4.0,88, Johanneshov,4100000,2019,3996101,2,1949
Per,2.0,42, Johanneshov,2310000,2019,1994818,2,1949
Paternostervägen,3.0,72, Johanneshov,4000000,2019,3593890,2,1949
Kolbäcksgränd,2.0,56, Bagarmossen,2850000,2019,2195685,2,1949
Ätravägen,1.0,32, Bagarmossen,2135000,2019,1894409,2,1949
Thunbergsgatan,3.0,70, Johanneshov,4060000,2019,3794392,2,1949
Petrejusvägen,3.0,61, Johanneshov,3600000,2019,2995008,2,1949
Sandhamnsgatan,1.0,33, Gärdet,2950000,2019,2796208,2,1949
Skeppargatan,2.0,70, Nedre Gärdet,6200000,2019,6200000,3,1932
Heliosgatan,3.0,71, Hammarby Sjöstad,4800000,2019,4790419,3,1932
Repslagargatan,2.0,59, Södermalm,5000000,2019,4351610,3,1932
Lidköpingsvägen,2.0,54, Hammarbyhöjden,2925000,2019,2993858,3,1932
Jämtlandsgatan,2.0,66, Vällingby,3000000,2019,2595155,3,1932
Per,2.0,37, Johanneshov,2673333,2019,2294706,3,1932
Långbrovägen,117.0,79, Älvsjö Långbro,7250000,2019,5749405,3,1932
Lundagatan,2.0,41, Södermalm Högalid,3725000,2019,3194682,3,1932
Svandammsvägen,1.0,42, Midsommarkransen,2550000,2019,2550000,3,1932
Nybohovsbacken,2.0,38, Liljeholmen,2550000,2019,1894502,3,1932
Storforsplan,1.0,29, Farsta,2160000,2019,1495000,14,1960
Erik,1.0,40, Hägersten-Liljeholmen,2995000,2019,2995000,14,1960
Essinge,1.0,35, Kungsholmen,2750000,2019,2750000,14,1960
Svartviksslingan,3.0,78, Bromma,3800000,2019,3295750,14,1960
Tisdagsvägen,1.0,27, Hökarängen,1545000,2019,1545000,14,1960
Lilla,1.0,33, Gamla Stan,3000000,2019,3000000,14,1960
Trollesundsvägen,2.0,61, Högdalen,2350000,2019,1994906,14,1960
Gällerstagränd,3.0,60, Ormkärr,2150000,2019,1850000,2,1958
Kratsbodavägen,2.0,55, Bromma,3850000,2019,3296232,2,1958
Gräsholmsvägen,3.0,73, Skärholmen,2250000,2019,1989389,2,1958
Axbergsgränd,1.0,34, Bandhagen,1900000,2017,1494885,2,1958
Harpsundsvägen,2.0,38, Bandhagen,2250000,2017,1749611,2,1958
Trollesundsvägen,1.0,18, Högdalen,1630000,2017,1395547,2,1958
Skebokvarnsvägen,4.0,80, Högdalen,2680000,2017,2495344,2,1958
Axbergsgränd,3.0,73, Hagsätra,1850000,2017,1850000,2,1958
Axbergsgränd,2.0,60, Hagsätra,1965000,2018,1749777,2,1958
Porlabacken,2.0,61, Hagsätra,1850000,2018,1700367,2,1958
Skönviksvägen,3.0,72, Stureby,3040000,2018,2895238,2,1958
Önskehemsgatan,3.0,65, Högdalen,2350000,2018,2250957,2,1958
Fjugestagränd,3.0,60, Ormkärr,2350000,2018,1994906,2,1958
Skebokvarnsvägen,2.0,59, Högdalen,2340000,2018,1994884,2,1958
Bjursätragatan,1.0,41, Bandhagen,1875000,2018,1495215,2,1958
Trollesundsvägen,1.0,18, Högdalen,1700000,2018,1394585,2,1958
Bäverbäcksgränd,4.0,91, Bandhagen,2700000,2018,2495378,2,1958
Bäverbäcksgränd,2.0,63, Bandhagen,1850000,2018,1294611,2,1958
Harpsundsvägen,2.0,65, Högdalen,2525000,2018,1895645,2,1958
Vedevågslingan,4.0,87, Hagsätra,2750000,2018,2250409,2,1958
Skebokvarnsvägen,2.0,58, Högdalen,2150000,2019,1894273,2,1958
Rålambsvägen,2.0,54, Fredhäll,4400000,2017,3949730,2,1958
Västgötagränd,1.0,34, Södermalm,3170000,2017,2800353,2,1958
Luntmakargatan,2.0,70, Vasastan-Norrmalm,6500000,2017,5996309,2,1958
Karlbergsvägen,3.0,78, Vasastan,7500000,2017,6793478,2,1958
Högalidsgatan,2.0,59, Södermalm,5200000,2017,4995196,2,1958
Tallkrogsvägen,2.0,51, Gamla Enskede,3900000,2017,3500897,2,1958
Katarina,3.0,79, Södermalm,7250000,2017,6998069,2,1958
Tallkrogsvägen,3.0,50, Gamla Enskede,4500000,2017,3996447,2,1958
Fridhemsgatan,4.0,96, Kungsholmen,7500000,2018,6696428,2,1958
Karlbergsvägen,1.0,26, Vasastan,2800000,2017,2495543,2,1958
Gruvbacken,2.0,52, Södermalm,3995000,2018,3893762,2,1958
Västgötagränd,2.0,45, Södermalm,3300000,2018,3194578,2,1958
Sågverksgatan,2.0,45, Enskede,2100000,2018,1995000,2,1946
Ploggatan,2.0,45, Södermalm,3900000,2018,3594470,2,1946
Bokbindarvägen,2.0,52, Hägerstensåsen,3800000,2018,3195962,2,1946
Gamla,3.0,74, Enskede,5750000,2018,4693877,2,1946
Kungsklippan,1.0,28, Kungsholmen,2700000,2018,2495378,2,1946
Lidnersplan,2.0,44, Kungsholmen,3340000,2018,2995515,2,1946
Alviksvägen,2.5,65, Bromma,4800000,2018,4195804,2,1946
Heleneborgsgatan,3.0,81, Södermalm,8025000,2018,6996512,2,1946
Lidnersplan,2.0,44, Kungsholmen,3100000,2018,2995000,4,1938
Katarina,1.0,25, Södermalm,2510000,2018,1995230,4,1938
Askängsbacken,4.0,87, Bromma,4800000,2018,4395604,4,1938
Helgalunden,2.0,66, Södermalm,5030000,2018,4850530,4,1938
Blekingegatan,2.0,62, Södermalm,4750000,2019,4394079,4,1938
Bergsunds,2.5,67, Södermalm,7020000,2019,5994876,4,1938
Malmgårdsvägen,5.0,130, Södermalm SoFo,11700000,2019,11504424,4,1938
Tomtebogatan,2.0,40, Vasastan Birkastan,4650000,2019,3799019,4,1938
Katarina,1.5,40, Södermalm SoFo,3600000,2019,3250000,3,1930
Sankt,1.5,37, Kungsholmen Fridhemsplan,3400000,2019,2995594,3,1930
Bokbindarvägen,2.0,50, Hägersten-Liljeholmen,3200000,2019,2996254,3,1930
Jaktgatan,3.0,82, Norra Djurgårdsstaden,6000000,2019,6000000,3,1930
Ola,1.0,28, Kungsholmen,2380000,2019,2494758,3,1930
Mejselvägen,2.0,44, Hägersten-Liljeholmen,2550000,2019,1995305,3,1930
Närkesgatan,1.0,25, Nytorget,2750000,2019,2284053,3,1930
Heliosgatan,4.0,105, Hammarby Sjöstad,6250000,2019,6250000,3,1930
Kristallvägen,2.0,49, Hägersten,2550000,2019,1995305,3,1930
Bobergsgatan,4.0,105, Norra Djurgårdsstaden,7100000,2019,6995073,3,1930
Skeppargatan,3.0,85, Gärdet,6300000,2019,6494845,3,1930
Banérgatan,3.0,81, Gärdet,6800000,2019,6995000,2,1977
Storängsgatan,3.0,75, Norra Djurgårdsstaden,4600000,2019,4796663,2,1977
Ahlsellvägen,2.0,44, Hjorthagen,3200000,2019,2996254,2,1977
Skaraborgsgatan,3.0,77, Södermalm Mariatorget,4975000,2019,4975000,2,1977
Brännkyrkagatan,1.0,22, Södermalm Skinnarviksberget,2450000,2019,2074513,2,1977
Sorögatan,2.0,45, Kista,1750000,2019,1195000,2,1976
Jämtlandsgatan,3.0,65, Vällingby,3000000,2019,2795000,7,2018
Tunnelgatan,2.0,54, Norrmalm,4860000,2019,4450549,7,2018
Lidköpingsvägen,2.0,48, Hammarbyhöjden,3200000,2019,2695871,7,2018
Paternostervägen,2.0,59, Hammarbyhöjden,3200000,2019,2949308,7,2018
Laxholmsbacken,124.0,15, Skärholmen,3500000,2019,3489531,7,2018
Sandviksvägen,120.0,33, Hässelby,5300000,2019,5492227,7,2018
Enspännargatan,90.0,24, Hässelby,3200000,2019,3174603,7,2018
Björnskogsgränd,130.0,65, Hässelby-Vällingby,3975000,2019,3975000,7,2018
Helgestavägen,144.0,76, Örby,8025000,2019,7492997,7,2018
Hallandsgatan,2.0,52, Södermalm,3995000,2019,3995000,4,1929
Sankt,1.0,23, Kungsholmen,2510000,2019,1894339,4,1929
Furusundsgatan,1.0,25, Gärdet,2710000,2019,2194331,4,1929
Filipstadsbacken,1.0,31, Farsta Strand,1850000,2019,1495553,4,1929
Völundsgatan,1.0,24, Vasastan,2800000,2019,2250803,4,1929
Norra,2.0,61, Kungsholmen,6300000,2019,5949008,4,1929
Rämensvägen,3.0,55, Årsta,3395000,2019,3395000,4,1929
Gambrinusgatan,2.0,39, Kungsholmen,3550000,2019,3195319,4,1929
Backvindeln,136.0,68, Mälarhöjden,6750000,2019,6446991,4,1929
Bandhagsvägen,144.0,72, Enskede,11600000,2019,8748114,4,1954
Spannvägen,2.0,39, Åkeslund,2725000,2019,2295703,4,1954
Jämtlandsgatan,2.0,53, Vällingby,2300000,2019,2300000,4,1954
Vissingebacken,2.0,64, Spånga,1700000,2019,1594746,4,1954
Helsingforsgatan,3.0,75, Kista,1750000,2019,1695000,3,1975
Bråviksvägen,3.0,56, Årsta,2610000,2019,2295514,3,1975
Nybrogatan,2.0,44, Östermalm,5100000,2019,5100000,3,1975
Sleipnergatan,100.0,20, Hässelby-Vällingby,3030000,2019,2995000,3,1958
Västerängsvägen,113.0,71, Älvsjö,7690000,2019,6751536,3,1958
Bedaröbacken,121.0,1, Bandhagen,4900000,2019,3993480,3,1958
Ljusnevägen,100.0,45, Skarpnäcks stadsdelsområde,7000000,2019,6802721,3,1958
Bildhuggarvägen,1.0,36, Globen,2410000,2019,1995033,3,1958
Marieviksgatan,2.0,70, Liljeholmskajen,4220000,2019,3995000,5,1958
Hasselquistvägen,2.0,42, Hammarbyhöjden,3010000,2019,2394590,5,1958
Bergsgatan,1.5,34, Kungsholmen,3600000,2019,2750190,5,1958
Strålgatan,2.0,39, Lilla Essingen Kungsholmen,3100000,2019,2674719,5,1958
Stenkvistavägen,1.0,30, Enskede-Årsta-Vantör,2160000,2019,1795511,5,1958
Ulriksborgsgatan,2.0,40, Kungsholmen,3500000,2019,2994011,5,1958
Eldsbergagränd,3.0,83, Älvsjö,2000000,2019,1895734,5,1958
Erik,2.0,66, Spånga-Tensta,2020000,2019,1694630,5,1958
Torvsätravägen,1.0,47, Skärholmen Sätra,1950000,2019,1950000,5,1958
Barnängs,2.0,48, Katarina,3400000,2019,3195488,5,1958
Galonvägen,1.0,39, Bromma Riksby,2535000,2019,2190000,5,1938
Granskogsvägen,3.0,82, Hässelby-Vällingby,3350000,2019,2975133,5,1938
Bättringsvägen,3.0,76, Hässelby-Vällingby,2650000,2019,2495291,5,1938
Drottninggatan,1.0,33, Vasastan,3495000,2019,3495000,5,1938
Torphagsvägen,1.0,27, Ekhagen Östermalm,2530000,2019,2050243,5,1938
Århusgatan,3.0,74, Kista,2750000,2019,2750000,5,1980
Helsingörsgatan,3.0,84, Kista,2395000,2019,2395000,5,1980
Åsögatan,1.0,24, Södermalm,3150000,2019,2294246,5,1980
Östersundsgatan,2.0,64, Vällingby,2250000,2019,1994680,5,1980
Bergsrådsvägen,1.0,19, Bagarmossen,1800000,2019,1594331,5,1980
Beckomberga,2.0,64, Bromma,2725000,2019,2595000,5,2011
Årdalavägen,118.0,35, Älvsjö,5650000,2019,5794871,5,2011
Uppgårdsvägen,109.0,35, Spånga-Tensta,4570000,2019,4476003,5,2011
Rottnerosbacken,130.0,25, Farsta,5250000,2019,4995242,5,2011
Hässelby,132.0,33, Hässelby Södra Villastad,5995000,2019,5995000,5,2011
Mälarhöjdsvägen,157.0,44, Hägersten,8850000,2019,8993902,5,2011
Sämjevägen,113.0,11, Vällingby,4210000,2019,3875000,5,1961
Industrigatan,2.0,42, Kungsholmen,3660000,2019,3395176,5,1961
Fyrvaktarkroken,2.0,42, Blåsut,3000000,2019,2495840,5,1961
Scheelegatan,4.0,129, Kungsholmen,12000000,2019,12000000,5,1961
Nicandervägen,2.0,43, Kungsholmen,3090000,2019,2994186,5,1961
Erik,3.0,77, Bromsten,2275000,2019,1974826,5,1961
Storsjövägen,1.0,21, Enskede-Årsta-Vantör,2023500,2019,2023500,5,1961
Värtavägen,1.0,31, Gärdet,3100000,2019,2750665,5,1961
Arvodesvägen,2.0,53, Hägerstensåsen,3220000,2019,2594681,5,1961
Birger,2.5,62, Östermalm,4800000,2019,4195804,5,1961
Borgarfjordsgatan,1.5,42, Kista,1875000,2019,1495000,3,1989
Jämtlandsgatan,2.0,66, Vällingby,2775000,2019,2775000,3,1989
Jämtlandsgatan,3.0,65, Vällingby,3000000,2019,3000000,7,2018
Jämtlandsgatan,3.0,65, Vällingby,2975000,2019,2975000,7,2018
Söderberga,4.0,105, Bromma,2995000,2019,2995000,7,2018
Sankt,1.0,23, Kungsholmen,2350000,2019,1895161,7,2018
Sankt,1.0,37, Vasastan,4000000,2019,2994011,7,2018
Stjärnsundsgatan,4.0,89, Enskede-Årsta-Vantör,2315000,2019,2194312,7,2018
Smedsbacksgatan,2.0,37, Gärdet,3050000,2019,2795600,7,2018
Midsommargränd,2.0,55, Hägersten,3960000,2019,3396226,7,2018
Erik,2.0,43, Gärdet,3800000,2019,3495860,7,2018
Glanshammarsgatan,3.0,60, Hagsätra,2295000,2019,2295000,7,2018
Fagersjövägen,3.0,98, Farsta,4200000,2019,3950000,7,2019
Styrmansgatan,1.0,26, Östermalm,3300000,2019,2794242,7,2019
Drottningholmsvägen,1.0,27, Kungsholmen,3020000,2019,2394924,7,2019
Tjustgatan,2.0,57, Södermalm,4650000,2019,3994845,7,2019
Bastugatan,2.0,35, Mariaberget,3650000,2019,3196147,7,2019
Helsingörsgatan,3.0,84, Kista,2300000,2019,2395000,1,1978
Melongatan,2.0,57, Hässelby Strand,2100000,2019,2044790,1,1978
Fatburs,2.0,49, Södermalm,3200000,2019,3200000,1,1978
Hökens,3.0,59, Mosebacke,5300000,2019,5096153,1,1978
Midsommarvägen,1.0,28, Midsommarkransen,2650000,2016,1995481,1,1978
Ålgrytevägen,2.0,55, Bredäng,2320000,2016,1994840,1,1978
Ringdansvägen,1.0,39, Midsommarkransen,3270000,2017,2395604,1,1978
Pingstvägen,1.0,35, Telefonplan,2745000,2016,2175118,1,1978
Stöttingsgränd,2.0,46, Västertorp,2900000,2017,2195306,1,1978
Riksdalervägen,3.0,70, Hägerstensåsen,3715000,2017,3095833,1,1978
Störtloppsvägen,1.0,37, Västertorp,2640000,2017,1995464,1,1978
Valutavägen,4.0,91, Hägerstensåsen,4850000,2017,3995057,1,1978
Jenny,2.0,57, Hägersten,2900000,2017,2274509,1,1978
Jenny,3.0,76, Hägersten,3475000,2017,2975171,1,1978
Störtloppsvägen,1.0,37, Hägersten,2275000,2017,1894254,1,1978
Fjärdholmsgränd,4.5,98, Skärholmen,2195000,2018,2195000,1,1978
Jenny,2.0,58, Fruängen,2380000,2018,2095070,1,1978
Sjöbjörnsvägen,2.0,39, Gröndal,2570000,2019,1995341,1,1978
Skridskovägen,4.0,102, Hägersten,4675000,2018,4273308,1,1978
Skridskovägen,2.0,50, Hägersten,2600000,2019,2344454,1,1978
Jenny,2.0,57, Fruängen,2450000,2019,1974214,1,1978
Valutavägen,2.0,52, Hägerstensåsen,2700000,2019,2275000,2,1946
